2025-06-13-03-56: using tensorboard
2025-06-13-03-56: Using LibriSpeech dataset
2025-06-13-03-56: Build optimizers and lr-schedulers
2025-06-13-03-58: <epoch:0, iter:100, total_loss_g:513.8687, adv_g_loss:0.9972, feat_loss:0.0724, rec_loss:513.8671, commit_loss:0.0026, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-01: <epoch:0, iter:200, total_loss_g:372.8988, adv_g_loss:0.9971, feat_loss:0.0453, rec_loss:372.8986, commit_loss:0.0010, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-04: <epoch:0, iter:300, total_loss_g:346.2458, adv_g_loss:0.9971, feat_loss:0.0490, rec_loss:346.2453, commit_loss:0.0039, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-07: <epoch:0, iter:400, total_loss_g:329.0323, adv_g_loss:0.9971, feat_loss:0.0541, rec_loss:329.0311, commit_loss:0.0021, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-10: <epoch:0, iter:500, total_loss_g:390.5357, adv_g_loss:0.9971, feat_loss:0.0513, rec_loss:390.5356, commit_loss:0.0008, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-13: <epoch:0, iter:600, total_loss_g:447.8403, adv_g_loss:0.9971, feat_loss:0.0514, rec_loss:447.8403, commit_loss:0.0000, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-16: <epoch:0, iter:700, total_loss_g:345.7079, adv_g_loss:0.9971, feat_loss:0.0339, rec_loss:345.7076, commit_loss:0.0009, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-19: <epoch:0, iter:800, total_loss_g:343.2304, adv_g_loss:0.9971, feat_loss:0.0284, rec_loss:343.2303, commit_loss:0.0002, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-22: <epoch:0, iter:900, total_loss_g:327.1421, adv_g_loss:0.9971, feat_loss:0.0491, rec_loss:327.1417, commit_loss:0.0011, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-25: <epoch:0, iter:1000, total_loss_g:420.9017, adv_g_loss:0.9970, feat_loss:0.0460, rec_loss:419.8126, commit_loss:0.0010, loss_d:2.0000, d_weight: 1.0000>
2025-06-13-04-28: <epoch:0, iter:1100, total_loss_g:396.8163, adv_g_loss:1.1674, feat_loss:0.1363, rec_loss:395.3762, commit_loss:0.0001, loss_d:1.8832, d_weight: 1.0000>
2025-06-13-04-31: <epoch:0, iter:1200, total_loss_g:402.2756, adv_g_loss:1.2318, feat_loss:0.2187, rec_loss:400.6057, commit_loss:0.0032, loss_d:1.8360, d_weight: 1.0000>
2025-06-13-04-34: <epoch:0, iter:1300, total_loss_g:394.3349, adv_g_loss:1.4319, feat_loss:0.4345, rec_loss:392.0338, commit_loss:0.0035, loss_d:1.6290, d_weight: 1.0000>
2025-06-13-04-37: <epoch:0, iter:1400, total_loss_g:342.4951, adv_g_loss:1.5119, feat_loss:0.3663, rec_loss:340.2506, commit_loss:0.0002, loss_d:1.5043, d_weight: 1.0000>
2025-06-13-04-40: <epoch:0, iter:1500, total_loss_g:407.8062, adv_g_loss:1.8210, feat_loss:0.4027, rec_loss:405.1790, commit_loss:0.0057, loss_d:1.4525, d_weight: 1.0000>
2025-06-13-04-43: <epoch:0, iter:1600, total_loss_g:404.3425, adv_g_loss:2.1323, feat_loss:0.4733, rec_loss:401.2635, commit_loss:0.0008, loss_d:1.2226, d_weight: 1.0000>
2025-06-13-04-47: <epoch:0, iter:1700, total_loss_g:592.9334, adv_g_loss:1.9871, feat_loss:0.2951, rec_loss:590.3561, commit_loss:0.0001, loss_d:1.5738, d_weight: 1.0000>
2025-06-13-04-50: <epoch:0, iter:1800, total_loss_g:447.7824, adv_g_loss:2.0018, feat_loss:0.4706, rec_loss:444.8395, commit_loss:0.0001, loss_d:1.1560, d_weight: 1.0000>
2025-06-13-04-53: <epoch:0, iter:1900, total_loss_g:350.5402, adv_g_loss:1.7238, feat_loss:0.5530, rec_loss:347.7099, commit_loss:0.0050, loss_d:0.9600, d_weight: 1.0000>
2025-06-13-04-56: <epoch:0, iter:2000, total_loss_g:469.9839, adv_g_loss:1.8422, feat_loss:0.7692, rec_loss:466.6032, commit_loss:0.0003, loss_d:0.9267, d_weight: 1.0000>
2025-06-13-04-59: <epoch:0, iter:2100, total_loss_g:338.9984, adv_g_loss:1.9200, feat_loss:0.5721, rec_loss:335.9341, commit_loss:0.0001, loss_d:1.0762, d_weight: 1.0000>
2025-06-13-05-02: <epoch:0, iter:2200, total_loss_g:328.6753, adv_g_loss:1.8275, feat_loss:0.5647, rec_loss:325.7163, commit_loss:0.0080, loss_d:1.0103, d_weight: 1.0000>
2025-06-13-05-05: <epoch:0, iter:2300, total_loss_g:297.0093, adv_g_loss:2.0008, feat_loss:0.3619, rec_loss:294.2848, commit_loss:0.0003, loss_d:1.5934, d_weight: 1.0000>
2025-06-13-05-08: <epoch:0, iter:2400, total_loss_g:286.1935, adv_g_loss:2.0412, feat_loss:0.5124, rec_loss:283.1276, commit_loss:0.0002, loss_d:0.8784, d_weight: 1.0000>
2025-06-13-05-11: <epoch:0, iter:2500, total_loss_g:376.9856, adv_g_loss:2.3423, feat_loss:0.6392, rec_loss:373.3645, commit_loss:0.0044, loss_d:0.8228, d_weight: 1.0000>
