2025-06-13-03-58: using tensorboard
2025-06-13-03-58: Using LibriSpeech dataset
2025-06-13-03-58: Build optimizers and lr-schedulers
2025-06-13-04-01: <epoch:0, iter:100, total_loss_g:513.9801, adv_g_loss:0.9971, feat_loss:0.0705, rec_loss:513.9781, commit_loss:0.0021, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-05: <epoch:0, iter:200, total_loss_g:369.2168, adv_g_loss:0.9971, feat_loss:0.0443, rec_loss:369.2167, commit_loss:0.0008, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-08: <epoch:0, iter:300, total_loss_g:346.1296, adv_g_loss:0.9971, feat_loss:0.0487, rec_loss:346.1290, commit_loss:0.0044, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-11: <epoch:0, iter:400, total_loss_g:329.1497, adv_g_loss:0.9971, feat_loss:0.0539, rec_loss:329.1492, commit_loss:0.0006, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-14: <epoch:0, iter:500, total_loss_g:389.1946, adv_g_loss:0.9971, feat_loss:0.0515, rec_loss:389.1946, commit_loss:0.0010, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-17: <epoch:0, iter:600, total_loss_g:447.0902, adv_g_loss:0.9971, feat_loss:0.0508, rec_loss:447.0902, commit_loss:0.0003, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-21: <epoch:0, iter:700, total_loss_g:348.1484, adv_g_loss:0.9971, feat_loss:0.0328, rec_loss:348.1482, commit_loss:0.0007, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-24: <epoch:0, iter:800, total_loss_g:343.2060, adv_g_loss:0.9971, feat_loss:0.0285, rec_loss:343.2059, commit_loss:0.0001, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-27: <epoch:0, iter:900, total_loss_g:327.5121, adv_g_loss:0.9971, feat_loss:0.0490, rec_loss:327.5120, commit_loss:0.0005, loss_d:0.0000, d_weight: 1.0000>
2025-06-13-04-30: <epoch:0, iter:1000, total_loss_g:424.9158, adv_g_loss:0.9971, feat_loss:0.0475, rec_loss:423.8237, commit_loss:0.0002, loss_d:2.0000, d_weight: 1.0000>
2025-06-13-04-34: <epoch:0, iter:1100, total_loss_g:390.9626, adv_g_loss:1.1942, feat_loss:0.1349, rec_loss:389.4985, commit_loss:0.0001, loss_d:1.8767, d_weight: 1.0000>
2025-06-13-04-37: <epoch:0, iter:1200, total_loss_g:409.4695, adv_g_loss:1.2509, feat_loss:0.2388, rec_loss:407.7410, commit_loss:0.0004, loss_d:1.8349, d_weight: 1.0000>
2025-06-13-04-40: <epoch:0, iter:1300, total_loss_g:397.8501, adv_g_loss:1.4456, feat_loss:0.4195, rec_loss:395.5654, commit_loss:0.0013, loss_d:1.6757, d_weight: 1.0000>
2025-06-13-04-43: <epoch:0, iter:1400, total_loss_g:348.8216, adv_g_loss:1.5679, feat_loss:0.3666, rec_loss:346.5206, commit_loss:0.0004, loss_d:1.4848, d_weight: 1.0000>
2025-06-13-04-47: <epoch:0, iter:1500, total_loss_g:406.6013, adv_g_loss:1.8175, feat_loss:0.4397, rec_loss:403.9044, commit_loss:0.0004, loss_d:1.1188, d_weight: 1.0000>
2025-06-13-04-50: <epoch:0, iter:1600, total_loss_g:399.8797, adv_g_loss:2.2279, feat_loss:0.4509, rec_loss:396.7501, commit_loss:0.0005, loss_d:1.4289, d_weight: 1.0000>
2025-06-13-04-53: <epoch:0, iter:1700, total_loss_g:597.8689, adv_g_loss:1.9665, feat_loss:0.3145, rec_loss:595.2734, commit_loss:0.0000, loss_d:1.3988, d_weight: 1.0000>
2025-06-13-04-56: <epoch:0, iter:1800, total_loss_g:444.9478, adv_g_loss:2.0973, feat_loss:0.4869, rec_loss:441.8768, commit_loss:0.0001, loss_d:1.2693, d_weight: 1.0000>
2025-06-13-04-59: <epoch:0, iter:1900, total_loss_g:350.5183, adv_g_loss:2.0958, feat_loss:0.6018, rec_loss:347.2177, commit_loss:0.0049, loss_d:0.8556, d_weight: 1.0000>
2025-06-13-05-03: <epoch:0, iter:2000, total_loss_g:466.9725, adv_g_loss:1.9193, feat_loss:0.7672, rec_loss:463.5186, commit_loss:0.0000, loss_d:0.8023, d_weight: 1.0000>
2025-06-13-05-06: <epoch:0, iter:2100, total_loss_g:339.9520, adv_g_loss:1.6502, feat_loss:0.6152, rec_loss:337.0713, commit_loss:0.0013, loss_d:1.6985, d_weight: 1.0000>
2025-06-13-05-09: <epoch:0, iter:2200, total_loss_g:330.0473, adv_g_loss:2.1654, feat_loss:0.5823, rec_loss:326.7162, commit_loss:0.0036, loss_d:0.6890, d_weight: 1.0000>
2025-06-13-05-12: <epoch:0, iter:2300, total_loss_g:298.5631, adv_g_loss:1.9832, feat_loss:0.3546, rec_loss:295.8707, commit_loss:0.0002, loss_d:1.5555, d_weight: 1.0000>
2025-06-13-05-15: <epoch:0, iter:2400, total_loss_g:286.7437, adv_g_loss:1.8351, feat_loss:0.4777, rec_loss:283.9531, commit_loss:0.0000, loss_d:0.9103, d_weight: 1.0000>
2025-06-13-05-19: <epoch:0, iter:2500, total_loss_g:379.8311, adv_g_loss:2.1441, feat_loss:0.6424, rec_loss:376.4020, commit_loss:0.0048, loss_d:0.7487, d_weight: 1.0000>
2025-06-13-05-22: <epoch:0, iter:2600, total_loss_g:454.5051, adv_g_loss:2.2916, feat_loss:0.6211, rec_loss:450.9706, commit_loss:0.0004, loss_d:0.8764, d_weight: 1.0000>
2025-06-13-05-25: <epoch:0, iter:2700, total_loss_g:430.9715, adv_g_loss:1.7520, feat_loss:0.6472, rec_loss:427.9247, commit_loss:0.0004, loss_d:0.8136, d_weight: 1.0000>
2025-06-13-05-28: <epoch:0, iter:2800, total_loss_g:478.0685, adv_g_loss:2.5180, feat_loss:0.5818, rec_loss:474.3867, commit_loss:0.0003, loss_d:1.1023, d_weight: 1.0000>
2025-06-13-05-31: <epoch:0, iter:2900, total_loss_g:424.7065, adv_g_loss:2.0292, feat_loss:0.6548, rec_loss:421.3678, commit_loss:0.0000, loss_d:0.6400, d_weight: 1.0000>
2025-06-13-05-35: <epoch:0, iter:3000, total_loss_g:424.2307, adv_g_loss:2.1953, feat_loss:0.6583, rec_loss:420.7187, commit_loss:0.0001, loss_d:0.6872, d_weight: 1.0000>
2025-06-13-05-38: <epoch:0, iter:3100, total_loss_g:320.1944, adv_g_loss:2.2823, feat_loss:0.6058, rec_loss:316.7001, commit_loss:0.0005, loss_d:0.7408, d_weight: 1.0000>
2025-06-13-05-41: <epoch:0, iter:3200, total_loss_g:339.4081, adv_g_loss:2.0007, feat_loss:0.3756, rec_loss:336.6561, commit_loss:0.0003, loss_d:1.4666, d_weight: 1.0000>
2025-06-13-05-44: <epoch:0, iter:3300, total_loss_g:386.6025, adv_g_loss:2.2569, feat_loss:0.5471, rec_loss:383.2507, commit_loss:0.0049, loss_d:1.2161, d_weight: 1.0000>
2025-06-13-05-47: <epoch:0, iter:3400, total_loss_g:412.9568, adv_g_loss:2.2944, feat_loss:0.6045, rec_loss:409.4534, commit_loss:0.0005, loss_d:0.8388, d_weight: 1.0000>
2025-06-13-05-50: <epoch:0, iter:3500, total_loss_g:994.9619, adv_g_loss:2.0650, feat_loss:0.8336, rec_loss:991.2296, commit_loss:0.0000, loss_d:0.6211, d_weight: 1.0000>
2025-06-13-05-52: <epoch:0, <total_loss_g_train:405.9342, recon_loss_train:403.8410, adversarial_loss_train:1.6365, feature_loss_train:0.3827, commit_loss_train:0.0023>
2025-06-13-05-58: <epoch:0, total_loss_g_valid:1838.1641, recon_loss_valid:429.5334, adversarial_loss_valid:1.7723, feature_loss_valid:703.4292, commit_loss_valid:0.0000, valid_loss_d:1.0788, best_epoch:0>
2025-06-13-06-01: <epoch:1, iter:100, total_loss_g:468.8169, adv_g_loss:2.4049, feat_loss:0.7216, rec_loss:464.9687, commit_loss:0.0003, loss_d:0.5989, d_weight: 1.0000>
2025-06-13-06-04: <epoch:1, iter:200, total_loss_g:418.4644, adv_g_loss:2.0085, feat_loss:0.6679, rec_loss:415.1201, commit_loss:0.0000, loss_d:0.5943, d_weight: 1.0000>
2025-06-13-06-08: <epoch:1, iter:300, total_loss_g:332.5900, adv_g_loss:2.2728, feat_loss:0.5425, rec_loss:329.2319, commit_loss:0.0036, loss_d:1.1750, d_weight: 1.0000>
2025-06-13-06-11: <epoch:1, iter:400, total_loss_g:353.6452, adv_g_loss:2.2338, feat_loss:0.6501, rec_loss:350.1096, commit_loss:0.0060, loss_d:0.9542, d_weight: 1.0000>
2025-06-13-06-14: <epoch:1, iter:500, total_loss_g:355.9745, adv_g_loss:1.8809, feat_loss:0.6155, rec_loss:352.8590, commit_loss:0.0282, loss_d:0.5828, d_weight: 1.0000>
2025-06-13-06-17: <epoch:1, iter:600, total_loss_g:499.5466, adv_g_loss:1.8313, feat_loss:0.6815, rec_loss:496.3522, commit_loss:0.0008, loss_d:0.9892, d_weight: 1.0000>
2025-06-13-06-21: <epoch:1, iter:700, total_loss_g:319.7777, adv_g_loss:2.0100, feat_loss:0.5286, rec_loss:316.7104, commit_loss:0.0003, loss_d:0.8828, d_weight: 1.0000>
2025-06-13-06-24: <epoch:1, iter:800, total_loss_g:339.1676, adv_g_loss:2.1782, feat_loss:0.4764, rec_loss:336.0366, commit_loss:0.0005, loss_d:1.1446, d_weight: 1.0000>
2025-06-13-06-27: <epoch:1, iter:900, total_loss_g:308.7545, adv_g_loss:2.1648, feat_loss:0.6240, rec_loss:305.3415, commit_loss:0.0008, loss_d:0.7376, d_weight: 1.0000>
2025-06-13-06-30: <epoch:1, iter:1000, total_loss_g:353.3178, adv_g_loss:2.5976, feat_loss:0.5762, rec_loss:349.5673, commit_loss:0.0018, loss_d:1.0228, d_weight: 1.0000>
2025-06-13-06-33: <epoch:1, iter:1100, total_loss_g:301.9678, adv_g_loss:2.1829, feat_loss:0.5818, rec_loss:298.6199, commit_loss:0.0113, loss_d:0.8949, d_weight: 1.0000>
2025-06-13-06-37: <epoch:1, iter:1200, total_loss_g:339.7055, adv_g_loss:2.4798, feat_loss:0.6149, rec_loss:335.9885, commit_loss:0.0625, loss_d:0.7111, d_weight: 1.0000>
2025-06-13-06-40: <epoch:1, iter:1300, total_loss_g:302.6225, adv_g_loss:2.0206, feat_loss:0.5586, rec_loss:299.4759, commit_loss:0.0181, loss_d:1.0458, d_weight: 1.0000>
2025-06-13-06-43: <epoch:1, iter:1400, total_loss_g:289.3929, adv_g_loss:2.8660, feat_loss:0.5286, rec_loss:285.4628, commit_loss:0.0506, loss_d:1.1554, d_weight: 1.0000>
2025-06-13-06-46: <epoch:1, iter:1500, total_loss_g:401.2144, adv_g_loss:2.1574, feat_loss:0.5320, rec_loss:397.9903, commit_loss:0.0065, loss_d:1.0963, d_weight: 1.0000>
2025-06-13-06-50: <epoch:1, iter:1600, total_loss_g:341.2888, adv_g_loss:1.8079, feat_loss:0.5243, rec_loss:338.4077, commit_loss:0.0244, loss_d:1.2288, d_weight: 1.0000>
2025-06-13-06-53: <epoch:1, iter:1700, total_loss_g:355.2757, adv_g_loss:1.8594, feat_loss:0.3159, rec_loss:352.7813, commit_loss:0.0059, loss_d:1.5043, d_weight: 1.0000>
2025-06-13-06-56: <epoch:1, iter:1800, total_loss_g:368.7807, adv_g_loss:2.3628, feat_loss:0.5353, rec_loss:365.3417, commit_loss:0.0119, loss_d:1.1971, d_weight: 1.0000>
2025-06-13-06-59: <epoch:1, iter:1900, total_loss_g:313.8112, adv_g_loss:2.5104, feat_loss:0.6190, rec_loss:310.0514, commit_loss:0.0312, loss_d:0.7536, d_weight: 1.0000>
2025-06-13-07-02: <epoch:1, iter:2000, total_loss_g:569.3704, adv_g_loss:1.7130, feat_loss:0.8204, rec_loss:566.0031, commit_loss:0.4113, loss_d:0.7271, d_weight: 1.0000>
2025-06-13-07-06: <epoch:1, iter:2100, total_loss_g:291.0103, adv_g_loss:2.0263, feat_loss:0.6158, rec_loss:287.7501, commit_loss:0.0086, loss_d:0.7596, d_weight: 1.0000>
2025-06-13-07-09: <epoch:1, iter:2200, total_loss_g:308.3820, adv_g_loss:2.4015, feat_loss:0.6248, rec_loss:304.7209, commit_loss:0.0127, loss_d:0.6924, d_weight: 1.0000>
2025-06-13-07-12: <epoch:1, iter:2300, total_loss_g:287.6300, adv_g_loss:2.3841, feat_loss:0.4636, rec_loss:284.3181, commit_loss:0.0031, loss_d:1.2122, d_weight: 1.0000>
2025-06-13-07-15: <epoch:1, iter:2400, total_loss_g:248.5206, adv_g_loss:1.9477, feat_loss:0.4600, rec_loss:245.6522, commit_loss:0.0091, loss_d:1.1846, d_weight: 1.0000>
2025-06-13-07-19: <epoch:1, iter:2500, total_loss_g:314.0066, adv_g_loss:2.2480, feat_loss:0.6914, rec_loss:310.3693, commit_loss:0.0265, loss_d:0.6720, d_weight: 1.0000>
2025-06-13-07-22: <epoch:1, iter:2600, total_loss_g:383.6264, adv_g_loss:2.5082, feat_loss:0.7189, rec_loss:379.6580, commit_loss:0.0857, loss_d:0.5687, d_weight: 1.0000>
2025-06-13-07-25: <epoch:1, iter:2700, total_loss_g:359.1229, adv_g_loss:2.0425, feat_loss:0.6536, rec_loss:355.7670, commit_loss:0.0850, loss_d:0.9329, d_weight: 1.0000>
2025-06-13-07-28: <epoch:1, iter:2800, total_loss_g:345.9061, adv_g_loss:2.4939, feat_loss:0.5692, rec_loss:342.2658, commit_loss:0.0308, loss_d:1.4250, d_weight: 1.0000>
2025-06-13-07-31: <epoch:1, iter:2900, total_loss_g:344.1774, adv_g_loss:2.3171, feat_loss:0.6785, rec_loss:340.4977, commit_loss:0.0379, loss_d:0.6548, d_weight: 1.0000>
2025-06-13-07-34: <epoch:1, iter:3000, total_loss_g:315.5887, adv_g_loss:2.4675, feat_loss:0.6556, rec_loss:311.7227, commit_loss:0.3827, loss_d:0.7535, d_weight: 1.0000>
2025-06-13-07-37: <epoch:1, iter:3100, total_loss_g:230.8475, adv_g_loss:2.0327, feat_loss:0.4431, rec_loss:227.9070, commit_loss:0.0454, loss_d:1.5876, d_weight: 1.0000>
2025-06-13-07-40: <epoch:1, iter:3200, total_loss_g:303.1016, adv_g_loss:2.0199, feat_loss:0.3509, rec_loss:300.3678, commit_loss:0.0159, loss_d:1.4415, d_weight: 1.0000>
2025-06-13-07-43: <epoch:1, iter:3300, total_loss_g:250.8634, adv_g_loss:2.0920, feat_loss:0.5168, rec_loss:247.7111, commit_loss:0.1065, loss_d:1.0981, d_weight: 1.0000>
2025-06-13-07-47: <epoch:1, iter:3400, total_loss_g:316.3340, adv_g_loss:2.1984, feat_loss:0.6444, rec_loss:312.8412, commit_loss:0.0389, loss_d:0.6881, d_weight: 1.0000>
2025-06-13-07-50: <epoch:1, iter:3500, total_loss_g:1010.5552, adv_g_loss:2.7686, feat_loss:0.8164, rec_loss:1005.4336, commit_loss:3.7262, loss_d:4.4062, d_weight: 1.0000>
2025-06-13-07-52: <epoch:1, <total_loss_g_train:350.2311, recon_loss_train:346.8512, adversarial_loss_train:2.1829, feature_loss_train:0.5930, commit_loss_train:0.0441>
2025-06-13-07-58: <epoch:1, total_loss_g_valid:1371.4375, recon_loss_valid:344.8512, adversarial_loss_valid:3.2811, feature_loss_valid:511.6526, commit_loss_valid:0.0000, valid_loss_d:0.8579, best_epoch:1>
2025-06-13-08-01: <epoch:2, iter:100, total_loss_g:358.1441, adv_g_loss:3.3437, feat_loss:0.7500, rec_loss:353.1973, commit_loss:0.2149, loss_d:0.4470, d_weight: 1.0000>
2025-06-13-08-04: <epoch:2, iter:200, total_loss_g:316.3214, adv_g_loss:2.7781, feat_loss:0.6622, rec_loss:311.9722, commit_loss:0.2414, loss_d:0.7342, d_weight: 1.0000>
2025-06-13-08-08: <epoch:2, iter:300, total_loss_g:260.2827, adv_g_loss:2.5904, feat_loss:0.6083, rec_loss:256.4324, commit_loss:0.0567, loss_d:0.9041, d_weight: 1.0000>
2025-06-13-08-11: <epoch:2, iter:400, total_loss_g:262.9969, adv_g_loss:2.7499, feat_loss:0.6683, rec_loss:258.8617, commit_loss:0.0622, loss_d:0.8576, d_weight: 1.0000>
2025-06-13-08-14: <epoch:2, iter:500, total_loss_g:268.9846, adv_g_loss:2.4866, feat_loss:0.6131, rec_loss:265.1938, commit_loss:0.1575, loss_d:0.8225, d_weight: 1.0000>
2025-06-13-08-17: <epoch:2, iter:600, total_loss_g:441.1909, adv_g_loss:3.0781, feat_loss:0.7762, rec_loss:436.4943, commit_loss:0.1463, loss_d:0.3196, d_weight: 1.0000>
2025-06-13-08-20: <epoch:2, iter:700, total_loss_g:285.8506, adv_g_loss:1.8916, feat_loss:0.6348, rec_loss:282.6614, commit_loss:0.1102, loss_d:1.4012, d_weight: 1.0000>
2025-06-13-08-24: <epoch:2, iter:800, total_loss_g:243.6421, adv_g_loss:2.3602, feat_loss:0.5384, rec_loss:240.1747, commit_loss:0.0705, loss_d:0.9501, d_weight: 1.0000>
2025-06-13-08-27: <epoch:2, iter:900, total_loss_g:244.6078, adv_g_loss:2.7757, feat_loss:0.6730, rec_loss:240.4286, commit_loss:0.1298, loss_d:0.6286, d_weight: 1.0000>
2025-06-13-08-30: <epoch:2, iter:1000, total_loss_g:310.7123, adv_g_loss:2.8857, feat_loss:0.6087, rec_loss:306.5763, commit_loss:0.2238, loss_d:0.9911, d_weight: 1.0000>
2025-06-13-08-33: <epoch:2, iter:1100, total_loss_g:237.2702, adv_g_loss:2.5387, feat_loss:0.6162, rec_loss:233.4548, commit_loss:0.1788, loss_d:0.9387, d_weight: 1.0000>
